33000 gen's fitness  :  2864.78
33100 gen's fitness  :  2860
33200 gen's fitness  :  2863.61
33300 gen's fitness  :  2863.29
33400 gen's fitness  :  2861.65
33500 gen's fitness  :  2863.07
33600 gen's fitness  :  2857.21
33700 gen's fitness  :  2857.54
33800 gen's fitness  :  2856.33
33900 gen's fitness  :  2857.54
34000 gen's fitness  :  2857.54
34100 gen's fitness  :  2851
34200 gen's fitness  :  2846.18
34300 gen's fitness  :  2850.2
34400 gen's fitness  :  2849.57
34500 gen's fitness  :  2846.21
34600 gen's fitness  :  2849.82
34700 gen's fitness  :  2849.42
34800 gen's fitness  :  2848.3
34900 gen's fitness  :  2849.53
35000 gen's fitness  :  2849.02
35100 gen's fitness  :  2848.45
35200 gen's fitness  :  2848.45
35300 gen's fitness  :  2845.97
35400 gen's fitness  :  2847.67
35500 gen's fitness  :  2842.63
35600 gen's fitness  :  2839.38
35700 gen's fitness  :  2838.67
35800 gen's fitness  :  2839.1
35900 gen's fitness  :  2838.86
36000 gen's fitness  :  2839.01
36100 gen's fitness  :  2837.09
36200 gen's fitness  :  2838.46
36300 gen's fitness  :  2837.93
36400 gen's fitness  :  2837.93
36500 gen's fitness  :  2836.46
36600 gen's fitness  :  2836.46
36700 gen's fitness  :  2832.5
36800 gen's fitness  :  2836.29
36900 gen's fitness  :  2836.29
37000 gen's fitness  :  2833.52
37100 gen's fitness  :  2832.2
37200 gen's fitness  :  2834.75
37300 gen's fitness  :  2834.48
37400 gen's fitness  :  2832.79
37500 gen's fitness  :  2834.7
37600 gen's fitness  :  2833.36
37700 gen's fitness  :  2834.13
37800 gen's fitness  :  2834.13
37900 gen's fitness  :  2834.13
38000 gen's fitness  :  2833.31
38100 gen's fitness  :  2834.13
38200 gen's fitness  :  2834.13
38300 gen's fitness  :  2834.13
38400 gen's fitness  :  2834.05
38500 gen's fitness  :  2829.79
38600 gen's fitness  :  2829.37
38700 gen's fitness  :  2833.2
38800 gen's fitness  :  2828.41
38900 gen's fitness  :  2831.32
39000 gen's fitness  :  2833.25
39100 gen's fitness  :  2832.79
39200 gen's fitness  :  2830.39
39300 gen's fitness  :  2833.25
39400 gen's fitness  :  2829.96
39500 gen's fitness  :  2832.93
39600 gen's fitness  :  2832.24
39700 gen's fitness  :  2831.05
39800 gen's fitness  :  2828.32
39900 gen's fitness  :  2825.66
40000 gen's fitness  :  2831.04
40100 gen's fitness  :  2830.56
40200 gen's fitness  :  2831.04
40300 gen's fitness  :  2827.73
40400 gen's fitness  :  2830.09
40500 gen's fitness  :  2830.09
40600 gen's fitness  :  2830.09
40700 gen's fitness  :  2826.97
40800 gen's fitness  :  2824.27
40900 gen's fitness  :  2819.6
41000 gen's fitness  :  2819.02
41100 gen's fitness  :  2818.68
41200 gen's fitness  :  2801.1
41300 gen's fitness  :  2819.02
41400 gen's fitness  :  2818.36
41500 gen's fitness  :  2819.02
41600 gen's fitness  :  2811.22
41700 gen's fitness  :  2811.22
41800 gen's fitness  :  2811.22
41900 gen's fitness  :  2809.04
42000 gen's fitness  :  2805.68
42100 gen's fitness  :  2804.65
42200 gen's fitness  :  2807.62
42300 gen's fitness  :  2805.24
42400 gen's fitness  :  2805.2
42500 gen's fitness  :  2804.56
42600 gen's fitness  :  2804.31
42700 gen's fitness  :  2805.41
42800 gen's fitness  :  2805.41
42900 gen's fitness  :  2804.66
43000 gen's fitness  :  2805.41
43100 gen's fitness  :  2805.41
43200 gen's fitness  :  2799.37
43300 gen's fitness  :  2805.41
43400 gen's fitness  :  2803.98
43500 gen's fitness  :  2804.74
43600 gen's fitness  :  2804.74
43700 gen's fitness  :  2804.74
43800 gen's fitness  :  2802.41
43900 gen's fitness  :  2804.74
44000 gen's fitness  :  2804.74
44100 gen's fitness  :  2804.74
44200 gen's fitness  :  2800.7
44300 gen's fitness  :  2803.53
44400 gen's fitness  :  2799.31
44500 gen's fitness  :  2799.31
44600 gen's fitness  :  2797.86
44700 gen's fitness  :  2797.66
44800 gen's fitness  :  2797.6
44900 gen's fitness  :  2797.6
45000 gen's fitness  :  2797.15
45100 gen's fitness  :  2794.2
45200 gen's fitness  :  2794.39
45300 gen's fitness  :  2794.39
45400 gen's fitness  :  2794.39
45500 gen's fitness  :  2794.39
45600 gen's fitness  :  2793.76
45700 gen's fitness  :  2794.39
45800 gen's fitness  :  2789.99
45900 gen's fitness  :  2792.83
46000 gen's fitness  :  2791.13
46100 gen's fitness  :  2791.52
46200 gen's fitness  :  2791.61
46300 gen's fitness  :  2792.83
46400 gen's fitness  :  2792.83
46500 gen's fitness  :  2790.82
46600 gen's fitness  :  2790.09
46700 gen's fitness  :  2790.82
46800 gen's fitness  :  2787.81
46900 gen's fitness  :  2790.82
47000 gen's fitness  :  2789.57
47100 gen's fitness  :  2790.82
47200 gen's fitness  :  2790.82
47300 gen's fitness  :  2790.82
47400 gen's fitness  :  2790.82
47500 gen's fitness  :  2790.82
47600 gen's fitness  :  2790.82
47700 gen's fitness  :  2790.35
47800 gen's fitness  :  2790.82
47900 gen's fitness  :  2790.82
48000 gen's fitness  :  2790.53
48100 gen's fitness  :  2789.27
48200 gen's fitness  :  2790.53
48300 gen's fitness  :  2786.44
48400 gen's fitness  :  2786.23
48500 gen's fitness  :  2786.21
48600 gen's fitness  :  2786.25
48700 gen's fitness  :  2786.25
48800 gen's fitness  :  2782.33
48900 gen's fitness  :  2785.71
49000 gen's fitness  :  2785.71
49100 gen's fitness  :  2785.49
49200 gen's fitness  :  2785.49
49300 gen's fitness  :  2785.23
49400 gen's fitness  :  2785.49
49500 gen's fitness  :  2785.49
49600 gen's fitness  :  2785.49
49700 gen's fitness  :  2785.17
49800 gen's fitness  :  2784.74
49900 gen's fitness  :  2785.21
50000 gen's fitness  :  2785.21
50100 gen's fitness  :  2785.21
50200 gen's fitness  :  2783.79
50300 gen's fitness  :  2782.29
50400 gen's fitness  :  2782.29
50500 gen's fitness  :  2780.01
50600 gen's fitness  :  2782.17
50700 gen's fitness  :  2780.48
50800 gen's fitness  :  2780.48
50900 gen's fitness  :  2780.48
51000 gen's fitness  :  2777.25
51100 gen's fitness  :  2777.24
51200 gen's fitness  :  2777.25
51300 gen's fitness  :  2774.28
51400 gen's fitness  :  2774.92
51500 gen's fitness  :  2777.25
51600 gen's fitness  :  2777.25
51700 gen's fitness  :  2777.13
51800 gen's fitness  :  2777.13
51900 gen's fitness  :  2777.13
52000 gen's fitness  :  2772.43
52100 gen's fitness  :  2771.37
52200 gen's fitness  :  2771.82
52300 gen's fitness  :  2771.82
52400 gen's fitness  :  2771.82
52500 gen's fitness  :  2770.1
52600 gen's fitness  :  2770.1
52700 gen's fitness  :  2770.1
52800 gen's fitness  :  2768.53
52900 gen's fitness  :  2769.02
53000 gen's fitness  :  2767.67
53100 gen's fitness  :  2768.79
53200 gen's fitness  :  2769.77
53300 gen's fitness  :  2765.19
53400 gen's fitness  :  2765.14
53500 gen's fitness  :  2757.63
53600 gen's fitness  :  2760.74
53700 gen's fitness  :  2760.74
53800 gen's fitness  :  2760.74
53900 gen's fitness  :  2760.74
54000 gen's fitness  :  2760.44
54100 gen's fitness  :  2760.44
54200 gen's fitness  :  2760.24
54300 gen's fitness  :  2760.44
54400 gen's fitness  :  2760.44
54500 gen's fitness  :  2760.44
54600 gen's fitness  :  2756.19
54700 gen's fitness  :  2760.44
54800 gen's fitness  :  2760.44
54900 gen's fitness  :  2756.35
55000 gen's fitness  :  2757.59
55100 gen's fitness  :  2760.03
55200 gen's fitness  :  2760.39
55300 gen's fitness  :  2757.72
55400 gen's fitness  :  2757.72
55500 gen's fitness  :  2757.72
55600 gen's fitness  :  2757.72
55700 gen's fitness  :  2757.72
55800 gen's fitness  :  2757.72
55900 gen's fitness  :  2756.59
56000 gen's fitness  :  2753.91
56100 gen's fitness  :  2757.31
56200 gen's fitness  :  2756.61
56300 gen's fitness  :  2756.89
56400 gen's fitness  :  2756.7
56500 gen's fitness  :  2756.23
56600 gen's fitness  :  2756.7
56700 gen's fitness  :  2756.7
56800 gen's fitness  :  2756.11
56900 gen's fitness  :  2756.11
57000 gen's fitness  :  2751.88
57100 gen's fitness  :  2756.11
57200 gen's fitness  :  2756.11
57300 gen's fitness  :  2756.01
57400 gen's fitness  :  2751.92
57500 gen's fitness  :  2755.95
57600 gen's fitness  :  2755.95
57700 gen's fitness  :  2755.54
57800 gen's fitness  :  2755.39
57900 gen's fitness  :  2755.37
58000 gen's fitness  :  2755.37
58100 gen's fitness  :  2753.14
58200 gen's fitness  :  2755.37
58300 gen's fitness  :  2754.18
58400 gen's fitness  :  2754.89
58500 gen's fitness  :  2755.37
58600 gen's fitness  :  2755.37
58700 gen's fitness  :  2755.37
58800 gen's fitness  :  2755.37
58900 gen's fitness  :  2755.37
59000 gen's fitness  :  2755.37
59100 gen's fitness  :  2754.49
59200 gen's fitness  :  2748.34
59300 gen's fitness  :  2748.34
59400 gen's fitness  :  2748.34
59500 gen's fitness  :  2748.32
59600 gen's fitness  :  2747.04
59700 gen's fitness  :  2747.9
59800 gen's fitness  :  2748.17
59900 gen's fitness  :  2748.14
60000 gen's fitness  :  2748.17
60100 gen's fitness  :  2746.35
60200 gen's fitness  :  2744.96
60300 gen's fitness  :  2746.49
60400 gen's fitness  :  2747.06
60500 gen's fitness  :  2746.81
60600 gen's fitness  :  2746.49
60700 gen's fitness  :  2746.49
60800 gen's fitness  :  2746.49
60900 gen's fitness  :  2743.27
61000 gen's fitness  :  2746.49
61100 gen's fitness  :  2746.2
61200 gen's fitness  :  2742.57
61300 gen's fitness  :  2746.49
61400 gen's fitness  :  2741.87
61500 gen's fitness  :  2741.87
61600 gen's fitness  :  2740.27
61700 gen's fitness  :  2740.88
61800 gen's fitness  :  2740.88
61900 gen's fitness  :  2740.88
62000 gen's fitness  :  2740.88
62100 gen's fitness  :  2740.88
62200 gen's fitness  :  2725.58
62300 gen's fitness  :  2740.02
62400 gen's fitness  :  2739.38
62500 gen's fitness  :  2740.88
62600 gen's fitness  :  2740.27
62700 gen's fitness  :  2736.74
62800 gen's fitness  :  2739.42
62900 gen's fitness  :  2739.42
63000 gen's fitness  :  2734.99
63100 gen's fitness  :  2734.54
63200 gen's fitness  :  2734.54
63300 gen's fitness  :  2734.54
63400 gen's fitness  :  2733.66
63500 gen's fitness  :  2734.54
63600 gen's fitness  :  2734.52
63700 gen's fitness  :  2734.54
63800 gen's fitness  :  2732.74
63900 gen's fitness  :  2731.93
64000 gen's fitness  :  2731.03
64100 gen's fitness  :  2732.09
64200 gen's fitness  :  2732.74
64300 gen's fitness  :  2732.74
64400 gen's fitness  :  2732.74
64500 gen's fitness  :  2731.93
64600 gen's fitness  :  2728.9
64700 gen's fitness  :  2732.71
64800 gen's fitness  :  2732.74
64900 gen's fitness  :  2732.56
65000 gen's fitness  :  2732.74
65100 gen's fitness  :  2732.74
65200 gen's fitness  :  2732.54
65300 gen's fitness  :  2730.51
65400 gen's fitness  :  2729.06
65500 gen's fitness  :  2730.51
65600 gen's fitness  :  2730.51
65700 gen's fitness  :  2730.51
65800 gen's fitness  :  2725
65900 gen's fitness  :  2730.25
66000 gen's fitness  :  2730.25
66100 gen's fitness  :  2730.25
66200 gen's fitness  :  2730.25
66300 gen's fitness  :  2730.25
66400 gen's fitness  :  2725.91
66500 gen's fitness  :  2730
66600 gen's fitness  :  2726.27
66700 gen's fitness  :  2730
66800 gen's fitness  :  2729.6
66900 gen's fitness  :  2727.86
67000 gen's fitness  :  2729.3
67100 gen's fitness  :  2726.28
67200 gen's fitness  :  2728.44
67300 gen's fitness  :  2729.3
67400 gen's fitness  :  2726.67
67500 gen's fitness  :  2729.3
67600 gen's fitness  :  2729.3
67700 gen's fitness  :  2729.3
67800 gen's fitness  :  2726.62
67900 gen's fitness  :  2725.05
68000 gen's fitness  :  2728.73
68100 gen's fitness  :  2728.39
68200 gen's fitness  :  2724.4
68300 gen's fitness  :  2724.4
68400 gen's fitness  :  2723.83
68500 gen's fitness  :  2720.84
68600 gen's fitness  :  2724.4
68700 gen's fitness  :  2722.98
68800 gen's fitness  :  2723.12
68900 gen's fitness  :  2724.4
69000 gen's fitness  :  2724.4
69100 gen's fitness  :  2721.2
69200 gen's fitness  :  2724.03
69300 gen's fitness  :  2723.42
69400 gen's fitness  :  2724.03
69500 gen's fitness  :  2721.31
69600 gen's fitness  :  2723.99
69700 gen's fitness  :  2724.03
69800 gen's fitness  :  2724.03
69900 gen's fitness  :  2724.03
70000 gen's fitness  :  2723.31
70100 gen's fitness  :  2723.55
70200 gen's fitness  :  2723.42
70300 gen's fitness  :  2724.03
70400 gen's fitness  :  2723.92
70500 gen's fitness  :  2722.92
70600 gen's fitness  :  2724.03
70700 gen's fitness  :  2724.03
70800 gen's fitness  :  2724.03
70900 gen's fitness  :  2724.03
71000 gen's fitness  :  2723.83
71100 gen's fitness  :  2723.83
71200 gen's fitness  :  2723.83
71300 gen's fitness  :  2722.02
71400 gen's fitness  :  2720.89
71500 gen's fitness  :  2720.89
71600 gen's fitness  :  2705.59
71700 gen's fitness  :  2720.89
71800 gen's fitness  :  2720.89
71900 gen's fitness  :  2717.69
72000 gen's fitness  :  2715.7
72100 gen's fitness  :  2714.14
72200 gen's fitness  :  2713.8
72300 gen's fitness  :  2709.23
72400 gen's fitness  :  2710.11
72500 gen's fitness  :  2707.89
72600 gen's fitness  :  2705.98
72700 gen's fitness  :  2706.68
72800 gen's fitness  :  2708.66
72900 gen's fitness  :  2708.66
73000 gen's fitness  :  2708.66
73100 gen's fitness  :  2708.66
73200 gen's fitness  :  2708.66
73300 gen's fitness  :  2708.66
73400 gen's fitness  :  2707.53
73500 gen's fitness  :  2706.2
73600 gen's fitness  :  2707.09
73700 gen's fitness  :  2705.82
73800 gen's fitness  :  2707.09
73900 gen's fitness  :  2705.75
74000 gen's fitness  :  2706.5
74100 gen's fitness  :  2703.88
74200 gen's fitness  :  2705.08
74300 gen's fitness  :  2706.5
74400 gen's fitness  :  2706.5
74500 gen's fitness  :  2703.44
74600 gen's fitness  :  2705.6
74700 gen's fitness  :  2704.63
74800 gen's fitness  :  2704.68
74900 gen's fitness  :  2705.47
75000 gen's fitness  :  2705.6
75100 gen's fitness  :  2704.33
75200 gen's fitness  :  2704.73
75300 gen's fitness  :  2705.28
75400 gen's fitness  :  2705.6
75500 gen's fitness  :  2705.6
75600 gen's fitness  :  2705.6
75700 gen's fitness  :  2705.13
75800 gen's fitness  :  2705.56
75900 gen's fitness  :  2705.6
76000 gen's fitness  :  2705.6
76100 gen's fitness  :  2705.6
76200 gen's fitness  :  2705.6
76300 gen's fitness  :  2705.6
76400 gen's fitness  :  2705.6
76500 gen's fitness  :  2702.63
76600 gen's fitness  :  2705.6
76700 gen's fitness  :  2705.6
76800 gen's fitness  :  2705.58
76900 gen's fitness  :  2705.6
77000 gen's fitness  :  2701.82
77100 gen's fitness  :  2705.28
77200 gen's fitness  :  2705.28
77300 gen's fitness  :  2705.19
77400 gen's fitness  :  2705.15
77500 gen's fitness  :  2705.28
77600 gen's fitness  :  2705.23
77700 gen's fitness  :  2705.28
77800 gen's fitness  :  2705.28
77900 gen's fitness  :  2703.12
78000 gen's fitness  :  2702.83
78100 gen's fitness  :  2703.12
78200 gen's fitness  :  2703.12
78300 gen's fitness  :  2702.3
78400 gen's fitness  :  2703.12
78500 gen's fitness  :  2701.6
78600 gen's fitness  :  2701.6
78700 gen's fitness  :  2701.6
78800 gen's fitness  :  2701.6
78900 gen's fitness  :  2701.6
79000 gen's fitness  :  2701.6
79100 gen's fitness  :  2701.6
79200 gen's fitness  :  2701.6
79300 gen's fitness  :  2701.6
79400 gen's fitness  :  2701.6
79500 gen's fitness  :  2701.6
79600 gen's fitness  :  2699.11
79700 gen's fitness  :  2701.6
79800 gen's fitness  :  2701.6
79900 gen's fitness  :  2696.25
80000 gen's fitness  :  2701.6
80100 gen's fitness  :  2701.6
80200 gen's fitness  :  2701.6
80300 gen's fitness  :  2698.72
80400 gen's fitness  :  2701.6
80500 gen's fitness  :  2701.6
80600 gen's fitness  :  2701.6
80700 gen's fitness  :  2701.6
80800 gen's fitness  :  2701.6
80900 gen's fitness  :  2699.84
81000 gen's fitness  :  2700.78
81100 gen's fitness  :  2696.86
81200 gen's fitness  :  2699.67
81300 gen's fitness  :  2700.78
81400 gen's fitness  :  2700.78
81500 gen's fitness  :  2700.78
81600 gen's fitness  :  2699.91
81700 gen's fitness  :  2698.64
81800 gen's fitness  :  2700.76
81900 gen's fitness  :  2700.76
82000 gen's fitness  :  2697.21
82100 gen's fitness  :  2700.76
82200 gen's fitness  :  2700.76
82300 gen's fitness  :  2700.76
